file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:325
        throw new Error($, { cause: h });
              ^

Error: [06-Jul-2025 21:48:32 UTC] PHP Deprecated:  Required parameter $args follows optional parameter $post in /wordpress/wp-content/plugins/extended-related-posts/lib/admin/class/class-extrp-admin.php on line 587
[06-Jul-2025 21:48:53 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[06-Jul-2025 21:48:53 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[06-Jul-2025 21:48:53 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[06-Jul-2025 21:48:53 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[06-Jul-2025 21:48:53 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/class/class-extrp-sanitize.php on line 380
[06-Jul-2025 21:48:54 UTC] PHP Deprecated:  Required parameter $expiration follows optional parameter $date in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/load/functions.php on line 307
[06-Jul-2025 21:48:54 UTC] PHP Deprecated:  Required parameter $snippet follows optional parameter $date in /wordpress/wp-content/plugins/extended-related-posts/lib/inc/load/functions.php on line 307
[06-Jul-2025 21:49:03 UTC] PHP Deprecated:  Required parameter $total_items follows optional parameter $page_size in /wordpress/wp-content/plugins/eztexting-sms-notifications/ezsmsn-functions.php on line 33
[06-Jul-2025 21:49:03 UTC] PHP Deprecated:  Required parameter $total_page follows optional parameter $page_size in /wordpress/wp-content/plugins/eztexting-sms-notifications/ezsmsn-functions.php on line 33
[06-Jul-2025 21:49:03 UTC] PHP Deprecated:  Required parameter $page follows optional parameter $function in /wordpress/wp-content/plugins/eztexting-sms-notifications/class-ezsmsn-plugin.php on line 432
[06-Jul-2025 21:49:03 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function create_function() in /wordpress/wp-content/plugins/eztexting-sms-notifications/class-ezsmsn-widget-subscribe.php:126
Stack trace:
#0 /wordpress/wp-content/plugins/eztexting-sms-notifications/ez-texting-sms-notifications.php(36): require_once()
#1 /wordpress/wp-admin/includes/plugin.php(2387): include_once('/wordpress/wp-c...')
#2 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('eztexting-sms-n...')
#3 /internal/eval.php(20): activate_plugin('eztexting-sms-n...')
#4 {main}
  thrown in /wordpress/wp-content/plugins/eztexting-sms-notifications/class-ezsmsn-widget-subscribe.php on line 126
[06-Jul-2025 21:49:12 UTC] PHP Deprecated:  Required parameter $total_items follows optional parameter $page_size in /wordpress/wp-content/plugins/eztexting-sms-notifications/ezsmsn-functions.php on line 33
[06-Jul-2025 21:49:12 UTC] PHP Deprecated:  Required parameter $total_page follows optional parameter $page_size in /wordpress/wp-content/plugins/eztexting-sms-notifications/ezsmsn-functions.php on line 33
[06-Jul-2025 21:49:12 UTC] PHP Deprecated:  Required parameter $page follows optional parameter $function in /wordpress/wp-content/plugins/eztexting-sms-notifications/class-ezsmsn-plugin.php on line 432
[06-Jul-2025 21:49:12 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function create_function() in /wordpress/wp-content/plugins/eztexting-sms-notifications/class-ezsmsn-widget-subscribe.php:126
Stack trace:
#0 /wordpress/wp-content/plugins/eztexting-sms-notifications/ez-texting-sms-notifications.php(36): require_once()
#1 /wordpress/wp-admin/includes/plugin.php(2387): include_once('/wordpress/wp-c...')
#2 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('eztexting-sms-n...')
#3 /internal/eval.php(20): activate_plugin('eztexting-sms-n...')
#4 {main}
  thrown in /wordpress/wp-content/plugins/eztexting-sms-notifications/class-ezsmsn-widget-subscribe.php on line 126
[06-Jul-2025 21:49:21 UTC] PHP Deprecated:  Required parameter $total_items follows optional parameter $page_size in /wordpress/wp-content/plugins/eztexting-sms-notifications/ezsmsn-functions.php on line 33
[06-Jul-2025 21:49:21 UTC] PHP Deprecated:  Required parameter $total_page follows optional parameter $page_size in /wordpress/wp-content/plugins/eztexting-sms-notifications/ezsmsn-functions.php on line 33
[06-Jul-2025 21:49:21 UTC] PHP Deprecated:  Required parameter $page follows optional parameter $function in /wordpress/wp-content/plugins/eztexting-sms-notifications/class-ezsmsn-plugin.php on line 432
[06-Jul-2025 21:49:21 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function create_function() in /wordpress/wp-content/plugins/eztexting-sms-notifications/class-ezsmsn-widget-subscribe.php:126
Stack trace:
#0 /wordpress/wp-content/plugins/eztexting-sms-notifications/ez-texting-sms-notifications.php(36): require_once()
#1 /wordpress/wp-admin/includes/plugin.php(2387): include_once('/wordpress/wp-c...')
#2 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('eztexting-sms-n...')
#3 /internal/eval.php(20): activate_plugin('eztexting-sms-n...')
#4 {main}
  thrown in /wordpress/wp-content/plugins/eztexting-sms-notifications/class-ezsmsn-widget-subscribe.php on line 126
[06-Jul-2025 21:50:01 UTC] PHP Fatal error:  Uncaught TypeError: array_key_exists(): Argument #2 ($array) must be of type array, bool given in /wordpress/wp-content/plugins/epeken-delivery-date/epeken-delivery-date.php:14
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('epeken-delivery...')
#2 /internal/eval.php(20): activate_plugin('epeken-delivery...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/epeken-delivery-date/epeken-delivery-date.php on line 14
[06-Jul-2025 21:50:10 UTC] PHP Fatal error:  Uncaught TypeError: array_key_exists(): Argument #2 ($array) must be of type array, bool given in /wordpress/wp-content/plugins/epeken-delivery-date/epeken-delivery-date.php:14
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('epeken-delivery...')
#2 /internal/eval.php(20): activate_plugin('epeken-delivery...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/epeken-delivery-date/epeken-delivery-date.php on line 14
[06-Jul-2025 21:50:20 UTC] PHP Fatal error:  Uncaught TypeError: array_key_exists(): Argument #2 ($array) must be of type array, bool given in /wordpress/wp-content/plugins/epeken-delivery-date/epeken-delivery-date.php:14
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('epeken-delivery...')
#2 /internal/eval.php(20): activate_plugin('epeken-delivery...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/epeken-delivery-date/epeken-delivery-date.php on line 14
[06-Jul-2025 21:52:50 UTC] WordPress database error <div style="clear:both">&nbsp;</div>
<div class="queries" style="clear:both;margin-bottom:2px;border:red dotted thin;">
<p>MySQL query:</p>
<p>CREATE FUNCTION `wp_erpc_do_lock`(`name` VARCHAR(100), `timeout` INT, `owner` INT) RETURNS int(11)
BEGIN

   SET @lck_name = 'erpc_lck';
   SET @lck_result = 0;
   SET @result = 0;

   SELECT GET_LOCK(@lck_name, 10) INTO @lck_result;
  
   IF @lck_result = 1 THEN
   
       DELETE FROM wp_erpc_locks WHERE TIMESTAMPDIFF(SECOND, lock_time, CURRENT_TIMESTAMP) >= lock_timeout;
       
       SELECT 0 INTO @lck_result FROM wp_erpc_locks WHERE lock_name = name;
       IF @lck_result = 1 THEN
             INSERT INTO `wp_erpc_locks`(`lock_name`, `lock_timeout`, `lock_owner`) VALUES (name, timeout, owner);
             SET @result = 1;
       END IF;
             
          
       SELECT RELEASE_LOCK(@lck_name) INTO @lck_result; 
      
   END IF;

   RETURN @result;

END</p>
<p>Queries made or created this session were:</p>
<ol>
<li>Executing: BEGIN IMMEDIATE | (no parameters)</li>
<li>Executing: ROLLBACK | (no parameters)</li>
</ol>
</div>
<div style="clear:both;margin-bottom:2px;border:red dotted thin;" class="error_message" style="border-bottom:dotted blue thin;">
MySQL query not supported. Cause: statement type: "createStatement" > "createFunction"
</div>
<p>Backtrace:</p>
<pre>#0 /internal/shared/sqlite-database-integration/wp-includes/sqlite-ast/class-wp-sqlite-driver.php(887): WP_SQLite_Driver->new_not_supported_exception('statement type:...')
#1 /internal/shared/sqlite-database-integration/wp-includes/sqlite-ast/class-wp-sqlite-driver.php(669): WP_SQLite_Driver->execute_mysql_query(Object(WP_Parser_Node))
#2 /internal/shared/sqlite-database-integration/wp-includes/sqlite/class-wp-sqlite-db.php(491): WP_SQLite_Driver->query('CREATE FUNCTION...')
#3 /internal/shared/sqlite-database-integration/wp-includes/sqlite/class-wp-sqlite-db.php(432): WP_SQLite_DB->_do_query('CREATE FUNCTION...')
#4 /wordpress/wp-content/plugins/erp-connector/includes/class-erpc-install.php(144): WP_SQLite_DB->query('CREATE FUNCTION...')
#5 /wordpress/wp-content/plugins/erp-connector/includes/class-erpc-install.php(23): ERPC_Install::create_functions_v1_0()
#6 /wordpress/wp-includes/class-wp-hook.php(324): ERPC_Install::install(false)
#7 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters('', Array)
#8 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#9 /wordpress/wp-admin/includes/plugin.php(703): do_action('activate_erp-co...', false)
#10 /internal/eval.php(20): activate_plugin('erp-connector/e...')
#11 {main}</pre>
 for query CREATE FUNCTION `wp_erpc_do_lock`(`name` VARCHAR(100), `timeout` INT, `owner` INT) RETURNS int(11)
BEGIN

   SET @lck_name = 'erpc_lck';
   SET @lck_result = 0;
   SET @result = 0;

   SELECT GET_LOCK(@lck_name, 10) INTO @lck_result;
  
   IF @lck_result = 1 THEN
   
       DELETE FROM wp_erpc_locks WHERE TIMESTAMPDIFF(SECOND, lock_time, CURRENT_TIMESTAMP) >= lock_timeout;
       
       SELECT 0 INTO @lck_result FROM wp_erpc_locks WHERE lock_name = name;
       IF @lck_result = 1 THEN
             INSERT INTO `wp_erpc_locks`(`lock_name`, `lock_timeout`, `lock_owner`) VALUES (name, timeout, owner);
             SET @result = 1;
       END IF;
             
          
       SELECT RELEASE_LOCK(@lck_name) INTO @lck_result; 
      
   END IF;

   RETURN @result;

END made by activate_plugin, do_action('activate_erp-connector/erp-connector.php'), WP_Hook->do_action, WP_Hook->apply_filters, ERPC_Install::install, ERPC_Install::create_functions_v1_0, WP_SQLite_DB->query, WP_SQLite_DB->print_error
[06-Jul-2025 21:52:59 UTC] WordPress database error <div style="clear:both">&nbsp;</div>
<div class="queries" style="clear:both;margin-bottom:2px;border:red dotted thin;">
<p>MySQL query:</p>
<p>CREATE FUNCTION `wp_erpc_do_lock`(`name` VARCHAR(100), `timeout` INT, `owner` INT) RETURNS int(11)
BEGIN

   SET @lck_name = 'erpc_lck';
   SET @lck_result = 0;
   SET @result = 0;

   SELECT GET_LOCK(@lck_name, 10) INTO @lck_result;
  
   IF @lck_result = 1 THEN
   
       DELETE FROM wp_erpc_locks WHERE TIMESTAMPDIFF(SECOND, lock_time, CURRENT_TIMESTAMP) >= lock_timeout;
       
       SELECT 0 INTO @lck_result FROM wp_erpc_locks WHERE lock_name = name;
       IF @lck_result = 1 THEN
             INSERT INTO `wp_erpc_locks`(`lock_name`, `lock_timeout`, `lock_owner`) VALUES (name, timeout, owner);
             SET @result = 1;
       END IF;
             
          
       SELECT RELEASE_LOCK(@lck_name) INTO @lck_result; 
      
   END IF;

   RETURN @result;

END</p>
<p>Queries made or created this session were:</p>
<ol>
<li>Executing: BEGIN IMMEDIATE | (no parameters)</li>
<li>Executing: ROLLBACK | (no parameters)</li>
</ol>
</div>
<div style="clear:both;margin-bottom:2px;border:red dotted thin;" class="error_message" style="border-bottom:dotted blue thin;">
MySQL query not supported. Cause: statement type: "createStatement" > "createFunction"
</div>
<p>Backtrace:</p>
<pre>#0 /internal/shared/sqlite-database-integration/wp-includes/sqlite-ast/class-wp-sqlite-driver.php(887): WP_SQLite_Driver->new_not_supported_exception('statement type:...')
#1 /internal/shared/sqlite-database-integration/wp-includes/sqlite-ast/class-wp-sqlite-driver.php(669): WP_SQLite_Driver->execute_mysql_query(Object(WP_Parser_Node))
#2 /internal/shared/sqlite-database-integration/wp-includes/sqlite/class-wp-sqlite-db.php(491): WP_SQLite_Driver->query('CREATE FUNCTION...')
#3 /internal/shared/sqlite-database-integration/wp-includes/sqlite/class-wp-sqlite-db.php(432): WP_SQLite_DB->_do_query('CREATE FUNCTION...')
#4 /wordpress/wp-content/plugins/erp-connector/includes/class-erpc-install.php(144): WP_SQLite_DB->query('CREATE FUNCTION...')
#5 /wordpress/wp-content/plugins/erp-connector/includes/class-erpc-install.php(23): ERPC_Install::create_functions_v1_0()
#6 /wordpress/wp-includes/class-wp-hook.php(324): ERPC_Install::install(false)
#7 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters('', Array)
#8 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#9 /wordpress/wp-admin/includes/plugin.php(703): do_action('activate_erp-co...', false)
#10 /internal/eval.php(20): activate_plugin('erp-connector/e...')
#11 {main}</pre>
 for query CREATE FUNCTION `wp_erpc_do_lock`(`name` VARCHAR(100), `timeout` INT, `owner` INT) RETURNS int(11)
BEGIN

   SET @lck_name = 'erpc_lck';
   SET @lck_result = 0;
   SET @result = 0;

   SELECT GET_LOCK(@lck_name, 10) INTO @lck_result;
  
   IF @lck_result = 1 THEN
   
       DELETE FROM wp_erpc_locks WHERE TIMESTAMPDIFF(SECOND, lock_time, CURRENT_TIMESTAMP) >= lock_timeout;
       
       SELECT 0 INTO @lck_result FROM wp_erpc_locks WHERE lock_name = name;
       IF @lck_result = 1 THEN
             INSERT INTO `wp_erpc_locks`(`lock_name`, `lock_timeout`, `lock_owner`) VALUES (name, timeout, owner);
             SET @result = 1;
       END IF;
             
          
       SELECT RELEASE_LOCK(@lck_name) INTO @lck_result; 
      
   END IF;

   RETURN @result;

END made by activate_plugin, do_action('activate_erp-connector/erp-connector.php'), WP_Hook->do_action, WP_Hook->apply_filters, ERPC_Install::install, ERPC_Install::create_functions_v1_0, WP_SQLite_DB->query, WP_SQLite_DB->print_error
[06-Jul-2025 21:53:09 UTC] WordPress database error <div style="clear:both">&nbsp;</div>
<div class="queries" style="clear:both;margin-bottom:2px;border:red dotted thin;">
<p>MySQL query:</p>
<p>CREATE FUNCTION `wp_erpc_do_lock`(`name` VARCHAR(100), `timeout` INT, `owner` INT) RETURNS int(11)
BEGIN

   SET @lck_name = 'erpc_lck';
   SET @lck_result = 0;
   SET @result = 0;

   SELECT GET_LOCK(@lck_name, 10) INTO @lck_result;
  
   IF @lck_result = 1 THEN
   
       DELETE FROM wp_erpc_locks WHERE TIMESTAMPDIFF(SECOND, lock_time, CURRENT_TIMESTAMP) >= lock_timeout;
       
       SELECT 0 INTO @lck_result FROM wp_erpc_locks WHERE lock_name = name;
       IF @lck_result = 1 THEN
             INSERT INTO `wp_erpc_locks`(`lock_name`, `lock_timeout`, `lock_owner`) VALUES (name, timeout, owner);
             SET @result = 1;
       END IF;
             
          
       SELECT RELEASE_LOCK(@lck_name) INTO @lck_result; 
      
   END IF;

   RETURN @result;

END</p>
<p>Queries made or created this session were:</p>
<ol>
<li>Executing: BEGIN IMMEDIATE | (no parameters)</li>
<li>Executing: ROLLBACK | (no parameters)</li>
</ol>
</div>
<div style="clear:both;margin-bottom:2px;border:red dotted thin;" class="error_message" style="border-bottom:dotted blue thin;">
MySQL query not supported. Cause: statement type: "createStatement" > "createFunction"
</div>
<p>Backtrace:</p>
<pre>#0 /internal/shared/sqlite-database-integration/wp-includes/sqlite-ast/class-wp-sqlite-driver.php(887): WP_SQLite_Driver->new_not_supported_exception('statement type:...')
#1 /internal/shared/sqlite-database-integration/wp-includes/sqlite-ast/class-wp-sqlite-driver.php(669): WP_SQLite_Driver->execute_mysql_query(Object(WP_Parser_Node))
#2 /internal/shared/sqlite-database-integration/wp-includes/sqlite/class-wp-sqlite-db.php(491): WP_SQLite_Driver->query('CREATE FUNCTION...')
#3 /internal/shared/sqlite-database-integration/wp-includes/sqlite/class-wp-sqlite-db.php(432): WP_SQLite_DB->_do_query('CREATE FUNCTION...')
#4 /wordpress/wp-content/plugins/erp-connector/includes/class-erpc-install.php(144): WP_SQLite_DB->query('CREATE FUNCTION...')
#5 /wordpress/wp-content/plugins/erp-connector/includes/class-erpc-install.php(23): ERPC_Install::create_functions_v1_0()
#6 /wordpress/wp-includes/class-wp-hook.php(324): ERPC_Install::install(false)
#7 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters('', Array)
#8 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#9 /wordpress/wp-admin/includes/plugin.php(703): do_action('activate_erp-co...', false)
#10 /internal/eval.php(20): activate_plugin('erp-connector/e...')
#11 {main}</pre>
 for query CREATE FUNCTION `wp_erpc_do_lock`(`name` VARCHAR(100), `timeout` INT, `owner` INT) RETURNS int(11)
BEGIN

   SET @lck_name = 'erpc_lck';
   SET @lck_result = 0;
   SET @result = 0;

   SELECT GET_LOCK(@lck_name, 10) INTO @lck_result;
  
   IF @lck_result = 1 THEN
   
       DELETE FROM wp_erpc_locks WHERE TIMESTAMPDIFF(SECOND, lock_time, CURRENT_TIMESTAMP) >= lock_timeout;
       
       SELECT 0 INTO @lck_result FROM wp_erpc_locks WHERE lock_name = name;
       IF @lck_result = 1 THEN
             INSERT INTO `wp_erpc_locks`(`lock_name`, `lock_timeout`, `lock_owner`) VALUES (name, timeout, owner);
             SET @result = 1;
       END IF;
             
          
       SELECT RELEASE_LOCK(@lck_name) INTO @lck_result; 
      
   END IF;

   RETURN @result;

END made by activate_plugin, do_action('activate_erp-connector/erp-connector.php'), WP_Hook->do_action, WP_Hook->apply_filters, ERPC_Install::install, ERPC_Install::create_functions_v1_0, WP_SQLite_DB->query, WP_SQLite_DB->print_error

    at Object.onBind (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:325:15)
    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
    at async re (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:149:10) {
  [cause]: Error: Error when executing the blueprint step #5 ({"step":"installPlugin","pluginData":{"resource":"wordpress.org/plugins","slug":"eshop"},"options":{"activate":true}}) : Plugin /wordpress/wp-content/plugins/eshop could not be activated – WordPress exited with no error. Sometimes, when $_SERVER or site options are not configured correctly, WordPress exits early with a 301 redirect. Inspect the "debug" logs in the console for more details.
      at Object.run (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12093:19)
      at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
      at async ys (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12196:3)
      at async Object.onBind (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:315:48)
      at async re (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:149:10) {
    [cause]: Error: Plugin /wordpress/wp-content/plugins/eshop could not be activated – WordPress exited with no error. Sometimes, when $_SERVER or site options are not configured correctly, WordPress exits early with a 301 redirect. Inspect the "debug" logs in the console for more details.
        at wr (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:120:51)
        at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
        at async Object.gt [as installPlugin] (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:631:42)
        at async g (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12161:30)
        at async Object.run (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12090:23)
        at async ys (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/blueprints/index.js:12196:3)
        at async Object.onBind (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:315:48)
        at async re (file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:149:10)
  }
}

Node.js v23.11.0
